survey,survey_year,species_code,sex,age,agepop,mean_length,standard_deviation
GOA,2003,30060,2,22,1738376.2476190475,424.21605918333006,4.938161276829986
GOA,2003,30060,2,23,1771313.625,445.9131623288902,4.915906280746016
GOA,2003,30060,2,24,3233782.5650000004,405.5254848589363,19.024446563862526
GOA,2003,30060,2,25,723907.125,440,0
GOA,2003,30060,2,26,2857885.439285714,417.82561880482655,17.841988180954583
GOA,2003,30060,2,27,2419667.533333333,440.56560222199124,18.59066628244642
GOA,2003,30060,2,42,1199204.7,410,0
GOA,2003,30060,2,46,905293.7352941176,380,0
GOA,2003,30060,2,47,723907.125,440,0
GOA,2003,30060,2,48,1206488,460,0
GOA,2003,30060,2,52,1108806.84,390,0
GOA,2003,30060,2,61,723907.125,440,0
GOA,2003,30060,2,72,905293.7352941176,380,0
GOA,2003,30060,2,-9,620181,416.4498106198029,159.50961390111078
GOA,2003,30060,3,1,1834356,103.74771854536415,4.840639540223378
GOA,2003,30060,3,2,3613230.2740723044,138.65297763003574,18.90295205964176
GOA,2003,30060,3,3,2845005.1176149556,199.65048129791717,17.8633109507704
GOA,2003,30060,3,4,2042713.671045455,223.47217327001306,12.990194783101595
GOA,2003,30060,3,5,700365.6365114509,237.1632930300294,18.3257643551631
GOA,2003,30060,3,6,65508.78312555261,266.8817744118128,16.157473750310086
GOA,2003,30060,3,7,73036.25194062642,250.4135022611375,29.407382043761945
GOA,2003,30060,3,8,20031.705689655173,281.5699002270478,31.021957866990984
GOA,2003,30060,3,9,4160.32,320,0
GOA,2003,30060,3,11,2080.16,320,0
GOA,2003,30060,3,24,1040.08,320,0
GOA,2003,30060,3,-9,219101,88.02652657906627,3.9799669428535083
GOA,2007,30060,1,1,244608,97.41059164050236,4.380530554937184
GOA,2007,30060,1,2,1160881.8,146.04882426445138,16.17013185399245
GOA,2007,30060,1,3,12032960.893977733,187.0846522159739,15.296933742499558
GOA,2007,30060,1,4,9631014.86564063,222.04541224346843,23.713245717883332
GOA,2007,30060,1,5,24621325.105534054,257.12392663793383,26.21748446779411
GOA,2007,30060,1,6,26277249.102332354,281.41324334738505,29.90510435031599
GOA,2007,30060,1,7,25405441.024732426,307.47794672945753,23.5329852938013
GOA,2007,30060,1,8,47729064.63312076,339.74284790431153,22.409650963297874
GOA,2007,30060,1,9,71299938.1229643,339.93191184135634,18.143529724412
GOA,2007,30060,1,10,63349365.54986386,345.2379323953146,16.110332420812238
GOA,2007,30060,1,11,40075074.21100932,356.2588072049847,19.109743496153026
GOA,2007,30060,1,12,34993851.917069115,356.92174266983966,15.215542329274802
GOA,2007,30060,1,13,21261719.343946468,358.84481349605596,17.61438587425095
GOA,2007,30060,1,14,15823767.636252642,363.3576612917467,22.094845821462766
GOA,2007,30060,1,15,11092875.29110276,372.25470847679776,16.07744129577794
GOA,2007,30060,1,16,8625413.700002683,377.4207991068199,14.47259013423641
GOA,2007,30060,1,17,4487888.666666666,380,0
GOA,2007,30060,1,18,21295950.52270718,376.58402307271786,17.231856567643952
GOA,2007,30060,1,19,9920152.228438228,392.1891271775276,7.895512200658118
GOA,2007,30060,1,20,33425467.380382832,381.1842781752642,14.969085914343331
GOA,2007,30060,1,21,6080200.359317154,401.0061977190697,7.916838385955998
GOA,2007,30060,1,22,10761074.56967002,389.556835018308,13.611436670167096
GOA,2007,30060,1,23,9389718.263691684,380.3531273349738,9.58419833800401
GOA,2007,30060,1,24,7443050.04634581,388.94483872671947,11.358256468438386
GOA,2007,30060,1,25,4608484.501436781,379.7950773338307,14.10829439193103
GOA,2007,30060,1,26,9074417.444347318,394.4631349346623,12.815134749598267
GOA,2007,30060,1,27,2409912.371212121,412.4900910753284,11.972532658877697
GOA,2007,30060,1,28,1892704.6078431373,414.2053436655409,8.149966746285623
GOA,2007,30060,1,29,1557918.3295454546,405.8285516819417,9.088400240404034
GOA,2007,30060,1,30,2444064.333333333,385.7316003547642,19.192727325911605
GOA,2007,30060,1,31,1851263.4251336898,404.0370563175485,4.906397809432316
GOA,2007,30060,1,32,831203,440,0
GOA,2007,30060,1,39,2242096.411764706,410,0
GOA,2007,30060,1,48,747365.4705882353,410,0
GOA,2007,30060,1,52,1910519.7931034483,370,0
GOA,2007,30060,1,58,1630308.0384615385,390,0
GOA,2007,30060,1,82,1630308.0384615385,390,0
GOA,2007,30060,1,-9,349920,162.04146662094192,114.7176906298091
GOA,2007,30060,2,1,39199,90,0
GOA,2007,30060,2,2,1418835,146.76342915138125,9.33240655159491
GOA,2007,30060,2,3,10552451.559196686,191.34489770822148,15.993071836848047
GOA,2007,30060,2,4,10707642.856364379,220.34162721517316,23.371975292733655
GOA,2007,30060,2,5,24065481.922890708,260.0059703252492,24.512497401147183
GOA,2007,30060,2,6,20086427.917300444,279.88448564613026,29.585731852491143
GOA,2007,30060,2,7,37650699.05074681,310.6196931174182,32.49688017170734
GOA,2007,30060,2,8,51679016.668272935,335.61276344263194,23.47809549862557
GOA,2007,30060,2,9,68231282.28562428,343.2704984879475,19.288266536775435
GOA,2007,30060,2,10,41508119.392865196,356.48172208486625,23.60822887740954
GOA,2007,30060,2,11,29837961.566069752,352.60369625551175,20.01505307945659
GOA,2007,30060,2,12,36979559.13462074,372.95590619995954,21.152965013299795
GOA,2007,30060,2,13,34548314.62852808,375.30728810590625,19.210739274185105
GOA,2007,30060,2,14,17292742.60946572,375.6357312966118,15.129439660815352
GOA,2007,30060,2,15,18107856.617675528,378.2125873590504,23.06319661047334
GOA,2007,30060,2,16,6387300.485547667,399.0562361558778,15.416565664257337
GOA,2007,30060,2,17,16098945.82359944,387.66703867955755,21.96078907661632
GOA,2007,30060,2,18,22157071.685970638,405.567453158972,23.16837831670066
GOA,2007,30060,2,19,21027186.2896149,396.02880451621894,21.707034824332954
GOA,2007,30060,2,20,14219317.200183522,400.65080017024314,17.961186980779797
GOA,2007,30060,2,21,20923384.987105187,400.7861963865314,15.140309615890759
GOA,2007,30060,2,22,14354361.268881,405.2250113631174,20.49300991932303
GOA,2007,30060,2,23,8489461.506025214,406.2628239286502,27.888882394431324
GOA,2007,30060,2,24,12293263.529411765,408.8499088262017,21.246357788833034
GOA,2007,30060,2,25,7514311.288505747,411.14609196384805,16.12549704302287
GOA,2007,30060,2,26,3445158.8154761903,405.7848860036225,18.9252895438524
GOA,2007,30060,2,27,2373438.833333333,417.6704135974855,9.724866435751245
GOA,2007,30060,2,28,3641051.5,430,0
GOA,2007,30060,2,29,265733.80000000005,462.50773518460954,8.303211413793607
GOA,2007,30060,2,30,1972759.3333333333,442.1220632082508,4.0887014836860756
GOA,2007,30060,2,31,2038548.0083333333,439.5088696729695,11.821308393027229
GOA,2007,30060,2,32,243520.80000000002,460,0
GOA,2007,30060,2,33,107700.66666666666,470,0
GOA,2007,30060,2,35,1480513.551724138,400,0
GOA,2007,30060,2,36,107700.66666666666,470,0
GOA,2007,30060,2,56,1205308.9166666665,420,0
GOA,2007,30060,2,57,418632,450,0
GOA,2007,30060,2,58,1463175.9583333333,410,0
GOA,2007,30060,2,75,1463175.9583333333,410,0
GOA,2007,30060,2,84,1205308.9166666665,420,0
GOA,2007,30060,2,-9,341582,384.8415900135253,165.00370844658082
GOA,2007,30060,3,1,707082.6333333333,89.63100918096372,6.577745519650808
GOA,2007,30060,3,2,1131991.7539215686,117.12599823041911,21.469719948504736
GOA,2007,30060,3,3,150228.57205882354,176.64236826806334,12.377535757293924
GOA,2007,30060,3,4,57840.10735294117,152.53235434306944,21.160466234714516
GOA,2007,30060,3,5,2475.9666666666667,190,0
GOA,2007,30060,3,6,2475.9666666666667,190,0
GOA,2007,30060,3,-9,103517,75.93834829061893,14.22216408301002
GOA,2005,30060,1,1,8220,90,0
GOA,2005,30060,1,2,827452,139.8896854439895,11.068641161333879
GOA,2005,30060,1,3,26552781.207315233,195.75114196866326,14.463577803471367
GOA,2005,30060,1,4,35619515.57592652,228.18807319021573,18.590167805810907
GOA,2005,30060,1,5,53202790.00631868,261.24246944451824,23.270385542022797
GOA,2005,30060,1,6,55457692.54295716,298.9121049359865,29.453716649628223
GOA,2005,30060,1,7,78838504.2219491,319.74923526429535,21.746566631686505
GOA,2005,30060,1,8,35950811.14951923,337.07515162302843,27.037035441239926
GOA,2005,30060,1,9,52384302.22952332,347.04664731945826,18.563054763118068
GOA,2005,30060,1,10,60699091.92856781,354.2532373812434,17.551242098181806
GOA,2005,30060,1,11,41789613.098511904,359.8662402832889,18.186717722570034
GOA,2005,30060,1,12,23718296.59884085,352.82922837573716,22.14862307680279
GOA,2005,30060,1,13,15953914.183333334,382.4263408792248,9.832088169884452
GOA,2005,30060,1,14,21369018.199702382,370.6934977337264,25.937369623919945
GOA,2005,30060,1,15,27696741.397979323,372.06931028989266,21.796607695584072
GOA,2005,30060,1,16,11205881.126785714,366.16800259391727,9.930742206026936
GOA,2005,30060,1,17,12461135.045238094,381.593594235525,19.446432476399675
GOA,2005,30060,1,18,26436573.785447996,379.12981748933265,18.340685412687055
GOA,2005,30060,1,19,13678079.289583333,383.51953520099335,16.397696684351857
GOA,2005,30060,1,20,7479888.60625,379.3710977699495,20.4365599531582
GOA,2005,30060,1,21,8076228.489583333,383.06107944736243,18.284611025223544
GOA,2005,30060,1,22,16715296.066666666,390.21545299899583,8.918874009228634
GOA,2005,30060,1,23,218774.40000000002,430,0
GOA,2005,30060,1,24,6605848.3,389.62456320712056,17.684655409061083
GOA,2005,30060,1,25,4618026.683333334,407.7631376902575,8.217682415413865
GOA,2005,30060,1,26,5034298.533333333,397.74140331076643,7.4643678258430235
GOA,2005,30060,1,27,1972536.5333333332,400,0
GOA,2005,30060,1,28,2099403.5,390,0
GOA,2005,30060,1,30,501998.75,420,0
GOA,2005,30060,1,31,3717185.5,387.7668319216246,13.140824918928736
GOA,2005,30060,1,32,501998.75,420,0
GOA,2005,30060,1,34,962358.5,410,0
GOA,2005,30060,1,35,98744.75,440,0
GOA,2005,30060,1,37,2754827,380,0
GOA,2005,30060,1,53,218774.40000000002,430,0
GOA,2005,30060,1,54,98744.75,440,0
GOA,2005,30060,1,55,218774.40000000002,430,0
GOA,2005,30060,1,68,501998.75,420,0
GOA,2005,30060,1,86,2754827,380,0
GOA,2005,30060,1,88,98744.75,440,0
GOA,2005,30060,1,-9,376223,403.7579042216983,126.28441587323384
GOA,2005,30060,2,2,866276,149.04092921886328,11.169146397434861
GOA,2005,30060,2,3,19519696.57368421,194.9084038703601,13.450164777335303
GOA,2005,30060,2,4,31508712.860629514,224.44642439316658,15.531677068580954
GOA,2005,30060,2,5,50132463.69771242,264.6070037561182,19.928941321049248
GOA,2005,30060,2,6,41904187.36309228,291.5946358876345,28.08152387927382
GOA,2005,30060,2,7,80326913.66473873,317.51352754072144,20.158847273169023
GOA,2005,30060,2,8,56978165.15709175,339.4508317213222,24.83969278230683
GOA,2005,30060,2,9,63970062.007417455,360.79953271482225,19.33304154232656
GOA,2005,30060,2,10,61704144.64933788,366.54221586951826,19.223207970733558
GOA,2005,30060,2,11,42502902.53474315,366.5795588278863,19.258427275407424
GOA,2005,30060,2,12,22432057.565540425,378.1603976669919,24.886504621498588
GOA,2005,30060,2,13,19714323.473268397,381.91034248789464,28.352487680955093
GOA,2005,30060,2,14,19497759.164155144,381.1928686211403,24.38738340437916
GOA,2005,30060,2,15,24455322.39733766,393.28656548670745,20.79307006439107
GOA,2005,30060,2,16,18413244.789653677,384.31169221775696,13.374319355960717
GOA,2005,30060,2,17,23530007.844172493,394.3416026056178,17.494720363416665
GOA,2005,30060,2,18,21345810.502561327,392.05491243499483,28.885016915608283
GOA,2005,30060,2,19,18054333.143782884,401.5633695774657,20.930903687096503
GOA,2005,30060,2,20,20723292.95248918,406.6025847781733,14.215718585117564
GOA,2005,30060,2,21,9105184.268631369,410.2405096831001,16.92524150865517
GOA,2005,30060,2,22,7796832.278712953,408.73579143959313,20.344838767344413
GOA,2005,30060,2,23,5060612.522435897,414.32982732193807,13.073388038113237
GOA,2005,30060,2,24,4613800.251748252,413.27812897880904,7.403813204995546
GOA,2005,30060,2,25,3179142.675990676,429.0831817387064,8.681714280382842
GOA,2005,30060,2,26,1930587.7636363637,452.75042474817866,8.668407610239273
GOA,2005,30060,2,27,1357190.3333333333,420,0
GOA,2005,30060,2,28,2045323.5944055943,432.6052619013141,4.389217406172861
GOA,2005,30060,2,30,1357190.3333333333,420,0
GOA,2005,30060,2,38,1928784.3181818184,410,0
GOA,2005,30060,2,40,1928784.3181818184,410,0
GOA,2005,30060,2,-9,714993,405.0568467103874,149.09292880651802
GOA,2009,30060,1,1,311192,89.4597868839816,8.119095072123564
GOA,2009,30060,1,2,3051258.1428571427,150.18666819733892,18.0644553905964
GOA,2009,30060,1,3,49820029.269264065,189.75957101353518,16.115782687111142
GOA,2009,30060,1,4,27689503.959307358,207.17600989526346,21.313660608552652
GOA,2009,30060,1,5,27829500.485714287,248.1007150606246,15.595220717815167
GOA,2009,30060,1,6,13497627.333333332,276.547267810109,31.984408286546365
GOA,2009,30060,1,7,74510484.70476191,326.0550322507287,22.14334519881345
GOA,2009,30060,1,8,55277041.63809524,318.26937988610973,16.510614299580258
GOA,2009,30060,1,9,52918821.35714286,358.6081558594912,6.529991002870362
GOA,2009,30060,1,10,28767610.566666666,348.84872929378054,24.41620969493971
GOA,2009,30060,1,11,30889014.964285713,365.2525740082825,4.9936165622066
GOA,2009,30060,1,12,35876609.96428571,356.9102084533398,22.90810308526618
GOA,2009,30060,1,13,30109764,369.43814239128545,19.992106342941884
GOA,2009,30060,1,14,16670113.690476188,375.1336013612327,4.9982147489197075
GOA,2009,30060,1,15,18736849.285714284,358.6968524857568,18.952767110077815
GOA,2009,30060,1,16,3259032.2857142854,400,0
GOA,2009,30060,1,17,3259032.2857142854,400,0
GOA,2009,30060,1,18,17115543.666666664,380,0
GOA,2009,30060,1,19,4233244.085714285,404.60267246713994,8.418364182132084
GOA,2009,30060,1,20,2439715,410,0
GOA,2009,30060,1,21,17519747,393.85162696698757,9.281003869795851
GOA,2009,30060,1,22,34758966.56666666,370.22012808269176,20.019681139479744
GOA,2009,30060,1,23,11816804.119047618,385.51592842342376,8.938294137928974
GOA,2011,30060,1,1,287776,100,0
GOA,2011,30060,1,2,198295,110,0
GOA,2011,30060,1,3,20994867.51919192,188.53583873440115,15.510456482658322
GOA,2011,30060,1,4,40167203.938167386,227.5067752330211,22.89118518661914
GOA,2011,30060,1,5,82215424.7239899,249.99493935081992,17.81273045786216
GOA,2011,30060,1,6,34340768.281349204,255.46144491148058,15.32018908030689
GOA,2011,30060,1,7,30802463.89484127,282.947702761149,30.386217512141044
GOA,2011,30060,1,8,16970863.464499388,326.07267839417335,15.986702025184536
GOA,2011,30060,1,9,53470134.532576315,353.68436622023955,15.960841086572092
GOA,2011,30060,1,10,63940483.18967033,344.7241194471533,13.517645196998266
GOA,2011,30060,1,11,77092864.97956043,353.4167055409433,17.59927231111083
GOA,2011,30060,1,12,46747994.75516483,357.5721369403192,14.619242954886465
GOA,2011,30060,1,13,50524760.857912086,362.8452879995559,16.04765147251708
GOA,2011,30060,1,14,37551532.961538464,368.86956366670177,15.68191204937194
GOA,2011,30060,1,15,18764376.217435896,373.6812415851638,18.223376712222155
GOA,2011,30060,1,16,20080666.986666664,381.0020223338876,15.105019452971227
GOA,2011,30060,1,17,16650489.997435898,383.28058772356457,18.00136746833111
GOA,2011,30060,1,18,10889037.166666666,380.6060274107798,21.621201171319672
GOA,2011,30060,1,19,22229782.759999998,383.919390231594,13.539001353173003
GOA,2011,30060,1,20,18427750.86,373.11989522957987,10.341492808824805
GOA,2011,30060,1,21,12107269.654545454,386.02182409924654,9.707537009223186
GOA,2011,30060,1,22,4067897.621212121,407.11836025729366,7.4414448507019175
GOA,2011,30060,1,23,18450686.98666667,375.61467314152196,16.348389557331444
GOA,2011,30060,1,24,17001477.32121212,392.2247746037049,11.890644207323614
GOA,2011,30060,1,25,8729787.00909091,395.7367019631264,15.09880206451675
GOA,2011,30060,1,26,16403111.675757576,395.8256580516542,23.877665226806535
GOA,2011,30060,1,27,7772620.287878787,402.7609218808371,9.774540422538275
GOA,2011,30060,1,28,2590394.4545454546,405.4747372802717,8.917510713053153
GOA,2011,30060,1,31,1881308,400,0
GOA,2011,30060,1,33,3607869.16,370,0
GOA,2011,30060,1,37,709086.4545454546,420,0
GOA,2011,30060,1,42,1477503.1666666665,410,0
GOA,2011,30060,1,47,1477503.1666666665,410,0
GOA,2011,30060,1,49,2227219.5,390,0
GOA,2011,30060,1,63,709086.4545454546,420,0
GOA,2011,30060,1,-9,1968312,405.88737456256933,98.35387142024376
GOA,2011,30060,2,1,39818,100,0
GOA,2011,30060,2,2,275934,150,0
GOA,2011,30060,2,3,17387203.138461538,195.626657189163,15.672650058436272
GOA,2011,30060,2,4,22316214.428160727,231.87945586192976,18.446445571405636
GOA,2011,30060,2,5,87352229.64316794,252.2413037882516,15.048247027855648
GOA,2011,30060,2,6,23433916.541472416,260.15471495377545,20.443297973711907
GOA,2011,30060,2,7,18512888.261795588,298.352592446546,28.46265509094151
GOA,2011,30060,2,8,16063231.208765285,314.9589954832354,20.910939219332878
GOA,2011,30060,2,9,44043791.11178215,341.89721520709287,26.86406026917967
GOA,2011,30060,2,10,36710165.23169462,356.87795903890657,16.811793527316055
GOA,2011,30060,2,11,66697950.85043217,363.9422494719903,17.68405434112964
GOA,2011,30060,2,12,53302425.079777166,372.8732770688271,17.536122909887652
GOA,2011,30060,2,13,39091278.880496114,373.45591318699076,24.855083723761943
GOA,2011,30060,2,14,26908156.39005045,373.25580576232085,19.315981657595675
GOA,2011,30060,2,15,31834104.17014652,378.42590198777356,21.337828796254385
GOA,2011,30060,2,16,12309810.599969475,392.1163184878196,18.83790405530434
GOA,2011,30060,2,17,4448232.428571428,406.33548461052175,19.109451173016005
GOA,2011,30060,2,18,22050880.138888888,399.58002106670045,15.52895668959129
GOA,2011,30060,2,19,10174358.888888888,390.9492519328974,14.168232898969599
GOA,2011,30060,2,20,13402954.714285715,413.514523977618,12.205158140172982
GOA,2011,30060,2,21,13285702.513888888,405.20020713453243,20.923604956313465
GOA,2011,30060,2,22,8080826.038461538,407.2346427150534,17.74546139745379
GOA,2011,30060,2,23,6425773.825396826,403.26918750871414,13.417564087136926
GOA,2011,30060,2,24,8892080,418.0078781717363,6.142118316630487
GOA,2011,30060,2,25,5664906.123015873,420.2304540424013,19.433871720650743
GOA,2011,30060,2,26,5245013.916666666,421.7256905276403,13.560443653453135
GOA,2011,30060,2,27,2275114.0476190476,421.9386329036985,14.684278378649621
GOA,2011,30060,2,29,905391.7142857142,440,0
GOA,2011,30060,2,35,512403,470,0
GOA,2011,30060,2,36,569501.25,450,0
GOA,2011,30060,2,44,1369722.3333333333,410,0
GOA,2011,30060,2,50,2592300.6666666665,420,0
GOA,2011,30060,2,51,3969829.825396825,426.4968558345984,26.55698527625402
GOA,2011,30060,2,63,2035591.0384615385,380,0
GOA,2011,30060,2,-9,884086,285.6926136145126,190.8229850897941
GOA,2011,30060,3,1,1184607,100,0
GOA,2011,30060,3,2,474086,118.38683276873816,16.28294650420333
GOA,2011,30060,3,3,2693866.5178448274,180.62110480519715,15.88598941737588
GOA,2011,30060,3,4,693480.8681230615,196.25221799615093,10.850373805963859
GOA,2011,30060,3,5,245374.70399060388,196.4151609237104,20.798466131927434
GOA,2011,30060,3,6,21481.539671136656,217.34726903924224,11.378398884786824
GOA,2011,30060,3,7,984.3703703703703,240,0
GOA,2011,30060,3,-9,821157,90.16798249299464,9.55175047905345
GOA,2009,30060,1,24,8112341.857142856,370,0
GOA,2009,30060,1,26,3413926.8,412.8536399784553,4.515876289043124
GOA,2009,30060,1,30,1012053.8,421.4956517133773,7.588747886662718
GOA,2009,30060,1,31,5207455.885714285,407.4832073195095,9.67810697416617
GOA,2009,30060,1,32,2477806.5,410.6149229167007,4.921258627072086
GOA,2009,30060,1,33,409993.5,430,0
GOA,2009,30060,1,34,2439715,410,0
GOA,2009,30060,1,39,409993.5,430,0
GOA,2009,30060,1,53,3259032.2857142854,400,0
GOA,2009,30060,1,56,409993.5,430,0
GOA,2009,30060,1,72,408101,440,0
GOA,2009,30060,1,-9,101051,426.74164530781485,259.33711214887296
GOA,2009,30060,2,1,182326.3333333333,94.72215569519123,4.992274285562071
GOA,2009,30060,2,2,2151135.1666666665,143.66057579986258,16.086682965764712
GOA,2009,30060,2,3,42935031.733333334,188.59807660000084,11.59378687103645
GOA,2009,30060,2,4,19212875.866666667,209.73401235181387,21.349232347371835
GOA,2009,30060,2,5,28529896.283333335,246.75443136629653,25.586045342180245
GOA,2009,30060,2,6,15491288.35,272.12023375705866,18.589640767896963
GOA,2009,30060,2,7,38674971.40238095,313.9213769507593,20.957556280585624
GOA,2009,30060,2,8,21410227.10714286,328.16216031697894,10.186212259485089
GOA,2009,30060,2,9,71197692.47936508,350.74252218349193,27.95270011328124
GOA,2009,30060,2,10,26752246,340.4802591688403,10.83790080260443
GOA,2009,30060,2,11,30831989.515873015,361.08877840232896,12.017545697904708
GOA,2009,30060,2,12,57277544.79523809,359.1143023743436,20.731027511495565
GOA,2009,30060,2,13,10416636.600000001,370,0
GOA,2009,30060,2,14,28796939.700000003,388.58739444455614,19.645268222734668
GOA,2009,30060,2,15,36667848.92222223,388.0842905234046,13.627511791475893
GOA,2009,30060,2,16,12417139.600000001,410,0
GOA,2009,30060,2,17,4129998.8000000003,420,0
GOA,2009,30060,2,19,1308327.5,440,0
GOA,2009,30060,2,20,11894147.25,397.1534090012212,25.110745119226
GOA,2009,30060,2,21,19624308.1,419.3452056533907,12.632224359783196
GOA,2009,30060,2,22,38111566,383.56448753640825,14.409803717126865
GOA,2009,30060,2,23,3282186,430,0
GOA,2009,30060,2,24,17882067.244444445,374.43534265201896,18.88283808978135
GOA,2009,30060,2,25,975158.2833333333,454.8501240747293,6.239440877535267
GOA,2009,30060,2,26,8056399.800000001,400,0
GOA,2009,30060,2,27,8056399.800000001,400,0
GOA,2009,30060,2,29,336899.2,460,0
GOA,2009,30060,2,31,8259997.600000001,420,0
GOA,2009,30060,2,34,1244025.15,455.4162763510047,4.9826412673979
GOA,2009,30060,2,39,68032.33333333333,470,0
GOA,2009,30060,2,47,56085.33333333333,480,0
GOA,2009,30060,2,48,56085.33333333333,480,0
GOA,2009,30060,2,52,626312.0833333334,452.68645623288177,8.566016571036325
GOA,2009,30060,2,53,3282186,430,0
GOA,2009,30060,2,55,68032.33333333333,470,0
GOA,2009,30060,2,64,49818,520,0
GOA,2009,30060,2,-9,58858,340.1907981922593,261.1061804752091
GOA,2009,30060,3,1,228539.7142857143,89.72196142214733,5.811240481553111
GOA,2009,30060,3,2,591156.5787698412,128.20963080210603,13.363709147050681
GOA,2009,30060,3,3,9305183.419689542,195.61731005370598,10.487558744681893
GOA,2009,30060,3,4,5358397.796870287,202.93042030465625,11.322656496075696
GOA,2009,30060,3,5,739238.5878205128,225.33184109220795,25.969670304556622
GOA,2009,30060,3,6,454307.90256410255,206.77875541337653,18.238093169826328
GOA,2009,30060,3,-9,44068,70,0
GOA,2013,30060,1,3,25421256.143589742,188.0415833918843,19.154637564105712
GOA,2013,30060,1,4,12341748.815384617,209.2506712547643,13.502014563116793
GOA,2013,30060,1,5,71709059.9959041,253.7949833073005,19.482559610353615
GOA,2013,30060,1,6,59721269.016550116,281.9695605638218,18.24544197854933
GOA,2013,30060,1,7,65390494.71054131,305.65692489630203,19.999723730101632
GOA,2013,30060,1,8,67339038.23432195,324.7034017753209,27.333724003358796
GOA,2013,30060,1,9,66496642.348113224,346.2648441626295,19.214913158689498
GOA,2013,30060,1,10,32859941.165655732,350.70478195598014,9.960748849183942
GOA,2013,30060,1,11,92849670.97095922,360.584520091907,15.632392545457547
GOA,2013,30060,1,12,69210259.04634033,366.2662008043622,17.124579800336534
GOA,2013,30060,1,13,69274701.23446693,363.1223733348241,15.413464218417381
GOA,2013,30060,1,14,53888096.14710179,369.0534189425486,16.786844155957777
GOA,2013,30060,1,15,57387356.774313025,368.1317519754403,12.872631798235094
GOA,2013,30060,1,16,19227961.915384617,385.4927175851101,16.312775142930693
GOA,2013,30060,1,17,43475987.69128272,375.70016046868113,15.839012176134185
GOA,2013,30060,1,18,61024097.77198503,373.06129744564265,11.05776016541868
GOA,2013,30060,1,19,35040204.84773893,380.28518529653803,19.300303266228354
GOA,2013,30060,1,20,28776161.973198652,379.1575511381163,17.680621910819834
GOA,2013,30060,1,21,24029397.706493508,386.06605252645494,28.29627765477829
GOA,2013,30060,1,22,11967681.266666666,401.1508384144299,10.063412996720903
GOA,2013,30060,1,23,22684487.993939396,388.19986118780207,11.98375640856521
GOA,2013,30060,1,24,17005250.133333333,394.66824320200533,9.640301705123024
GOA,2013,30060,1,25,24473684.8969697,394.771237222969,13.80443687845428
GOA,2013,30060,1,26,20571763.03030303,396.69563774516575,13.621890955669677
GOA,2013,30060,1,27,16531181.933333334,401.7081051704111,9.879557505886945
GOA,2013,30060,1,28,17599843.53333333,397.1335037588384,8.388036852895228
GOA,2013,30060,1,29,13122089.986666666,383.50091833795875,15.370117934297843
GOA,2013,30060,1,30,9927324.666666666,409.80961470183274,9.48673165830076
GOA,2013,30060,1,31,4081363,400,0
GOA,2013,30060,1,32,7848427.782795699,375.2382262167415,14.998108156353187
GOA,2013,30060,1,35,15879,470,0
GOA,2013,30060,1,40,2435738,410,0
GOA,2013,30060,1,43,142186,450,0
GOA,2013,30060,1,47,2435738,410,0
GOA,2013,30060,1,55,3986537.2666666666,390,0
GOA,2013,30060,1,69,2435738,410,0
GOA,2013,30060,1,-9,606628,342.12334412522995,235.64083278142192
GOA,2013,30060,2,2,227127,140,0
GOA,2013,30060,2,3,19785610.374708623,189.33662318504537,16.53929087367615
GOA,2013,30060,2,4,12909588.962287713,218.84439198729447,21.768906324712987
GOA,2013,30060,2,5,65513017.54297924,257.35833153687383,17.165259665576507
GOA,2013,30060,2,6,58627526.082777455,285.68028619996994,19.868466461871716
GOA,2013,30060,2,7,66151884.26181786,302.85147953350537,21.226650779313097
GOA,2013,30060,2,8,46588224.19679848,325.2417840810948,23.01309423628112
GOA,2013,30060,2,9,50920561.56812857,346.64249082283703,24.360643997712973
GOA,2013,30060,2,10,53094347.683714554,362.97223483110906,20.549966358988264
GOA,2013,30060,2,11,43280780.14908219,357.69059364597166,21.518842563858364
GOA,2013,30060,2,12,61497433.71559919,376.9144183635534,11.899386764463248
GOA,2013,30060,2,13,69331101.22178155,375.6380181809905,18.841318915675807
GOA,2013,30060,2,14,67839281.5826157,378.2953122698519,15.41792312300115
GOA,2013,30060,2,15,50720509.920291044,389.59059313958136,18.00633199488031
GOA,2013,30060,2,16,40819596.63488046,383.8503860158519,20.12494715143878
GOA,2013,30060,2,17,18491223.1828892,383.76410829910367,17.756011749079715
GOA,2013,30060,2,18,15823081.754160266,410.9340292628573,15.451382750941779
GOA,2013,30060,2,19,24164426.480111424,400.1569423107589,18.346181256832338
GOA,2013,30060,2,20,20342028.926552795,396.0827289885148,29.01775662330174
GOA,2013,30060,2,21,13002707.661290321,405.6297220476566,10.026728717840019
GOA,2013,30060,2,22,9743386.285119047,405.03238977467123,19.209042764742048
GOA,2013,30060,2,23,9729101.621812597,397.71476832061774,16.451156657347024
GOA,2013,30060,2,24,15266973.490640096,391.4976861575183,19.759818872668074
GOA,2013,30060,2,25,7593118.70734127,421.6084495349928,10.748072625741488
GOA,2013,30060,2,26,14736318.748207886,423.31801756705573,17.063698186959094
GOA,2013,30060,2,27,22740887.621012546,404.95669045141517,18.824766381997005
GOA,2013,30060,2,28,18079601.087301586,409.9520080101571,19.74393459953029
GOA,2013,30060,2,29,7972549.82360471,404.14103955908826,18.58771870603181
GOA,2013,30060,2,30,5345524,410,0
